Title,Link,PublishedDate
Announcing template-based previews of Azure CLI and Azure PowerShell for Key Vault deployments,https://techcommunity.microsoft.com/t5/azure-tools-blog/announcing-template-based-previews-of-azure-cli-and-azure/ba-p/3933802,"Fri, 29 Sep 2023 04:06:34 PDT"
