Title,Link,PublishedDate
Kubernetes v1.31.2,https://github.com/kubernetes/kubernetes/releases/tag/v1.31.2,2024-10-23T12:18:35Z
Kubernetes v1.30.6,https://github.com/kubernetes/kubernetes/releases/tag/v1.30.6,2024-10-23T04:40:16Z
Kubernetes v1.29.10,https://github.com/kubernetes/kubernetes/releases/tag/v1.29.10,2024-10-23T04:37:33Z
Kubernetes v1.28.15,https://github.com/kubernetes/kubernetes/releases/tag/v1.28.15,2024-10-23T04:35:01Z
